frame_num,nose,left_eye,right_eye,right_shoulder,left_shoulder,left_elbow,right_elbow,right_wrist,left_wrist,left_hip,right_hip,left_knee,right_knee
271.0,"(0.438693106174469, 0.5987803936004639, 0.17591354250907898)","(0.43756070733070374, 0.5873802304267883, 0.16612142324447632)","(0.4407768249511719, 0.5915571451187134, 0.15682487189769745)","(0.43452903628349304, 0.6440308690071106, -0.008427002467215061)","(0.39657336473464966, 0.6097692847251892, 0.13576175272464752)","(0.3729798197746277, 0.6617323756217957, 0.243008092045784)","(0.4294600784778595, 0.7228015065193176, -0.009563609026372433)","(0.4473108947277069, 0.7852649092674255, 0.04517807811498642)","(0.3864290118217468, 0.6590260863304138, 0.3587755858898163)","(0.3659731149673462, 0.7332154512405396, 0.05375773459672928)","(0.39121711254119873, 0.7503286600112915, -0.053726792335510254)","(0.3906175494194031, 0.8296914100646973, 0.01617809385061264)","(0.41069328784942627, 0.8325856328010559, -0.05069707706570625)"
272.0,"(0.4382789731025696, 0.5774109959602356, 0.20241861045360565)","(0.43776804208755493, 0.5667604804039001, 0.1950841248035431)","(0.44064444303512573, 0.5705557465553284, 0.18563959002494812)","(0.43491023778915405, 0.6232613325119019, 0.02371251955628395)","(0.3969116806983948, 0.5905842185020447, 0.16049998998641968)","(0.3722998797893524, 0.6422181725502014, 0.24918319284915924)","(0.4334537088871002, 0.6963441371917725, 0.001660696929320693)","(0.44979050755500793, 0.7561336159706116, 0.030448462814092636)","(0.3815747797489166, 0.6641560196876526, 0.3539831340312958)","(0.36753049492836, 0.7113598585128784, 0.0522163063287735)","(0.39128535985946655, 0.7287665605545044, -0.052132491022348404)","(0.39203721284866333, 0.8050798177719116, 0.013144359923899174)","(0.40356749296188354, 0.8216016292572021, -0.06431443244218826)"
273.0,"(0.4379658102989197, 0.552029550075531, 0.20599165558815002)","(0.4373207688331604, 0.5412073731422424, 0.1999489814043045)","(0.44042059779167175, 0.5446052551269531, 0.18983688950538635)","(0.43506112694740295, 0.5967423319816589, 0.03180866315960884)","(0.396999716758728, 0.5677660703659058, 0.16376538574695587)","(0.37053924798965454, 0.6202431321144104, 0.21601979434490204)","(0.43440163135528564, 0.6698943376541138, -0.010511413216590881)","(0.45316648483276367, 0.7230626344680786, -0.015158184804022312)","(0.37623560428619385, 0.6604400873184204, 0.2983017861843109)","(0.3676604926586151, 0.6914229393005371, 0.04937517270445824)","(0.39136186242103577, 0.7052574157714844, -0.04929475113749504)","(0.3855862319469452, 0.7878709435462952, 0.06408282369375229)","(0.4020816385746002, 0.8001706600189209, -0.05690428242087364)"
274.0,"(0.4378228485584259, 0.5319616198539734, 0.18506214022636414)","(0.43707147240638733, 0.5209944844245911, 0.1791776865720749)","(0.44034621119499207, 0.5244579911231995, 0.16816839575767517)","(0.43668830394744873, 0.5766487717628479, 0.014682632870972157)","(0.396643728017807, 0.5522440671920776, 0.1447405368089676)","(0.3693777918815613, 0.6062338948249817, 0.1588851660490036)","(0.4362305700778961, 0.6512477397918701, -0.03363735228776932)","(0.45609456300735474, 0.6938565969467163, -0.05459495633840561)","(0.3744204640388489, 0.6549030542373657, 0.17805862426757812)","(0.36895519495010376, 0.6747483015060425, 0.0454101599752903)","(0.39356672763824463, 0.687736451625824, -0.04537629708647728)","(0.36638060212135315, 0.7757580876350403, 0.05204059183597565)","(0.40319421887397766, 0.7871193885803223, -0.044512320309877396)"
275.0,"(0.43728289008140564, 0.5199808478355408, 0.12066225707530975)","(0.4363034665584564, 0.5085472464561462, 0.11380457878112793)","(0.4399104714393616, 0.5125476717948914, 0.10293170064687729)","(0.43794479966163635, 0.5652009844779968, -0.02524096891283989)","(0.3966234624385834, 0.5422829389572144, 0.07750480622053146)","(0.3688727617263794, 0.595018208026886, 0.07961582392454147)","(0.43726763129234314, 0.636214554309845, -0.0831669270992279)","(0.4568939507007599, 0.6801654100418091, -0.1131364181637764)","(0.3673721253871918, 0.6501994132995605, 0.08261929452419281)","(0.37056177854537964, 0.6676837205886841, 0.03386460244655609)","(0.3960043489933014, 0.6828517317771912, -0.03398115187883377)","(0.3574528992176056, 0.7618417143821716, 0.047879647463560104)","(0.4022064208984375, 0.782688319683075, -0.01538294367492199)"
276.0,"(0.4361082911491394, 0.5048454403877258, 0.11482959240674973)","(0.4351673424243927, 0.4941648244857788, 0.10429570823907852)","(0.4389719069004059, 0.49841225147247314, 0.09745097160339355)","(0.4384253919124603, 0.5577494502067566, -0.01913185603916645)","(0.39701592922210693, 0.5318343639373779, 0.04337706044316292)","(0.36879226565361023, 0.5841605067253113, 0.03115353360772133)","(0.43907853960990906, 0.6282634735107422, -0.05897114798426628)","(0.4595632255077362, 0.6677926182746887, -0.04801738262176514)","(0.3645426332950592, 0.6437262296676636, 0.02483230270445347)","(0.37638360261917114, 0.6606677174568176, 0.023431751877069473)","(0.39895060658454895, 0.6752012968063354, -0.023600898683071136)","(0.39830392599105835, 0.7471025586128235, 0.04553687572479248)","(0.3891322910785675, 0.7715308666229248, -0.02382845990359783)"
277.0,"(0.43874579668045044, 0.49397745728492737, 0.12194828689098358)","(0.43764612078666687, 0.48366212844848633, 0.11438636481761932)","(0.4414600431919098, 0.48744019865989685, 0.10472281277179718)","(0.4418269693851471, 0.5438402891159058, -0.022908417508006096)","(0.39917367696762085, 0.5214896202087402, 0.07770978659391403)","(0.36887866258621216, 0.5742039084434509, 0.09205777198076248)","(0.4444795846939087, 0.6119088530540466, -0.05496394634246826)","(0.46476468443870544, 0.6559836268424988, -0.048837240785360336)","(0.3660508990287781, 0.6304674744606018, 0.11562101542949677)","(0.379486083984375, 0.6537033915519714, 0.030026737600564957)","(0.405178040266037, 0.6621142625808716, -0.030134139582514763)","(0.3986026346683502, 0.7366600036621094, 0.04383637756109238)","(0.41630345582962036, 0.7635781168937683, -0.02427174523472786)"
278.0,"(0.44123202562332153, 0.4877275228500366, 0.12113666534423828)","(0.4401458501815796, 0.47786745429039, 0.11236346513032913)","(0.4443507790565491, 0.481230229139328, 0.10425399988889694)","(0.4465790390968323, 0.5382682085037231, -0.01888570748269558)","(0.40158528089523315, 0.5175886154174805, 0.06441403180360794)","(0.3706751763820648, 0.5694732069969177, 0.0872691348195076)","(0.45057758688926697, 0.6018167734146118, -0.05737676844000816)","(0.4712500274181366, 0.6529195308685303, -0.07906519621610641)","(0.3733620345592499, 0.6157650351524353, 0.13772018253803253)","(0.3852684795856476, 0.6475348472595215, 0.01983461156487465)","(0.4149198532104492, 0.6503475308418274, -0.019886484369635582)","(0.3921886682510376, 0.7292096018791199, 0.04205036908388138)","(0.43201765418052673, 0.7456026673316956, -0.02774561382830143)"
279.0,"(0.4419470429420471, 0.4805983901023865, 0.12030753493309021)","(0.4406083822250366, 0.4713313579559326, 0.11106416583061218)","(0.4450310468673706, 0.47437918186187744, 0.10444309562444687)","(0.44972285628318787, 0.5327814817428589, -0.017614327371120453)","(0.40515005588531494, 0.5146019458770752, 0.0720323771238327)","(0.37802034616470337, 0.563312828540802, 0.11083041876554489)","(0.453104168176651, 0.5987290143966675, -0.051996223628520966)","(0.4753572344779968, 0.6481612324714661, -0.07131174206733704)","(0.38074198365211487, 0.5942691564559937, 0.1794815957546234)","(0.390415221452713, 0.6480196714401245, 0.021886076778173447)","(0.42149990797042847, 0.6497243642807007, -0.021875716745853424)","(0.39438438415527344, 0.7353373765945435, 0.05166393145918846)","(0.43917301297187805, 0.7501829266548157, -0.052800942212343216)"
280.0,"(0.4420020282268524, 0.4799264967441559, 0.1115126758813858)","(0.44042855501174927, 0.4699257016181946, 0.10261642932891846)","(0.4446794092655182, 0.4725019037723541, 0.0966797024011612)","(0.4508405923843384, 0.5271786451339722, -0.0161525197327137)","(0.40534019470214844, 0.5142061710357666, 0.06665308773517609)","(0.38190221786499023, 0.5619490742683411, 0.11766955256462097)","(0.4557494521141052, 0.593665361404419, -0.03847518190741539)","(0.4764155149459839, 0.6477659940719604, -0.047701917588710785)","(0.38397958874702454, 0.5772191882133484, 0.20147673785686493)","(0.3945595622062683, 0.6522132754325867, 0.018551593646407127)","(0.42707374691963196, 0.6543456315994263, -0.018610702827572823)","(0.3919769823551178, 0.7406827807426453, 0.042785823345184326)","(0.4456353485584259, 0.7620459794998169, -0.025130046531558037)"
281.0,"(0.4410949945449829, 0.472052663564682, 0.15619929134845734)","(0.4395352602005005, 0.4628024995326996, 0.145233154296875)","(0.44367942214012146, 0.46508949995040894, 0.1414114534854889)","(0.4538637399673462, 0.5211288332939148, 0.028976285830140114)","(0.40620672702789307, 0.5059046149253845, 0.07631838321685791)","(0.3871065676212311, 0.5568084120750427, 0.15456588566303253)","(0.4598727524280548, 0.5838486552238464, 0.02895098179578781)","(0.47933229804039, 0.6315531134605408, 0.05573078244924545)","(0.40172120928764343, 0.5561243891716003, 0.2659551799297333)","(0.4028800427913666, 0.6514272093772888, 0.008260403759777546)","(0.43562033772468567, 0.655135452747345, -0.008325621485710144)","(0.4064459204673767, 0.7509289979934692, 0.0186742153018713)","(0.4520799517631531, 0.7674368619918823, -0.005096709821373224)"
282.0,"(0.44139477610588074, 0.46241894364356995, 0.03818550333380699)","(0.4396921396255493, 0.4540308713912964, 0.03058282844722271)","(0.44398897886276245, 0.4561866223812103, 0.030054837465286255)","(0.45609837770462036, 0.5126279592514038, -0.04447637125849724)","(0.40765872597694397, 0.4997931718826294, -0.004668741952627897)","(0.38616764545440674, 0.5578862428665161, -0.024787593632936478)","(0.46142977476119995, 0.6400009989738464, -0.07906179130077362)","(0.47677767276763916, 0.7610877156257629, -0.0765892043709755)","(0.3959122598171234, 0.655859112739563, -0.050544802099466324)","(0.4107704758644104, 0.645941436290741, -0.003518718760460615)","(0.44238078594207764, 0.6452539563179016, 0.003582062665373087)","(0.4153996407985687, 0.7489701509475708, 0.02524256333708763)","(0.45960429310798645, 0.7541195750236511, 0.07115182280540466)"
283.0,"(0.4424339830875397, 0.4564029276371002, 0.07689540088176727)","(0.4407617449760437, 0.4474262595176697, 0.06613034754991531)","(0.44514521956443787, 0.44923025369644165, 0.06526942551136017)","(0.45635318756103516, 0.5042324066162109, -0.026376230642199516)","(0.4089376628398895, 0.4933911859989166, 0.006926531437784433)","(0.3893580436706543, 0.5422647595405579, -0.01175957266241312)","(0.46375325322151184, 0.6376709938049316, -0.05871318653225899)","(0.48356708884239197, 0.7533496022224426, -0.05766380578279495)","(0.39424535632133484, 0.6227509379386902, -0.03187302127480507)","(0.41362109780311584, 0.6512813568115234, -0.009392963722348213)","(0.44653335213661194, 0.6486804485321045, 0.009422780945897102)","(0.4192163050174713, 0.7566621899604797, 0.02737310342490673)","(0.4635087847709656, 0.7560576796531677, 0.07963656634092331)"
284.0,"(0.44618359208106995, 0.45078980922698975, 0.03658859431743622)","(0.4447198510169983, 0.4415815472602844, 0.027364132925868034)","(0.44863760471343994, 0.4432789385318756, 0.02622668817639351)","(0.45744413137435913, 0.49757441878318787, -0.059609267860651016)","(0.41047054529190063, 0.4861812889575958, -0.005210789851844311)","(0.3909979462623596, 0.5271047949790955, 0.051165539771318436)","(0.46569183468818665, 0.6356543302536011, -0.10396293550729752)","(0.48667818307876587, 0.7541660666465759, -0.11240000277757645)","(0.39722269773483276, 0.5693512558937073, 0.060032013803720474)","(0.41571423411369324, 0.6488654613494873, 0.002005035290494561)","(0.4491511583328247, 0.6412018537521362, -0.001963492250069976)","(0.426299124956131, 0.7528604865074158, 0.04539639130234718)","(0.4664140045642853, 0.7607537508010864, 0.06511049717664719)"
285.0,"(0.4498516917228699, 0.445447713136673, 0.03242530673742294)","(0.4479108154773712, 0.43581366539001465, 0.02299022488296032)","(0.45218852162361145, 0.4381103813648224, 0.022041114047169685)","(0.46131208539009094, 0.4940320551395416, -0.060327716171741486)","(0.4122496247291565, 0.48141568899154663, -0.0055709038861095905)","(0.3915722668170929, 0.5230504870414734, 0.06348903477191925)","(0.4711567759513855, 0.6345732808113098, -0.10382602363824844)","(0.49951809644699097, 0.7468474507331848, -0.116368867456913)","(0.40723228454589844, 0.5339646935462952, 0.10255865007638931)","(0.418218195438385, 0.6460168361663818, 0.005302079021930695)","(0.4526759684085846, 0.6391001343727112, -0.00522352522239089)","(0.43334776163101196, 0.7404453754425049, 0.07927916198968887)","(0.4696895480155945, 0.7383379936218262, 0.10723789781332016)"
286.0,"(0.45392078161239624, 0.43659672141075134, 0.10493114590644836)","(0.45151522755622864, 0.42853111028671265, 0.0878312736749649)","(0.45596644282341003, 0.430653840303421, 0.08834777027368546)","(0.4662173390388489, 0.4886055290699005, -0.04283517226576805)","(0.4169853925704956, 0.47956016659736633, 0.02323833480477333)","(0.3933277130126953, 0.5237610936164856, 0.07390916347503662)","(0.48833969235420227, 0.6329525709152222, -0.09284310042858124)","(0.5137799978256226, 0.7503555417060852, -0.10788479447364807)","(0.40381282567977905, 0.5639143586158752, 0.12083831429481506)","(0.42464542388916016, 0.6429450511932373, 0.0031768279150128365)","(0.4602593779563904, 0.6270415186882019, -0.003010290674865246)","(0.43800491094589233, 0.743547797203064, 0.07162629067897797)","(0.48470190167427063, 0.7473190426826477, 0.09085604548454285)"
287.0,"(0.4625444710254669, 0.43965259194374084, 0.1904889941215515)","(0.4603237807750702, 0.4319155514240265, 0.17465084791183472)","(0.4648055136203766, 0.4328063428401947, 0.17034459114074707)","(0.4783935844898224, 0.48851916193962097, 0.04490011930465698)","(0.42379799485206604, 0.48505672812461853, 0.0711696669459343)","(0.4013155996799469, 0.5279340744018555, 0.12199034541845322)","(0.4949045777320862, 0.5640445947647095, 0.04258706793189049)","(0.5047799348831177, 0.5855122804641724, 0.07357892394065857)","(0.4168822467327118, 0.5688018798828125, 0.21097391843795776)","(0.43961837887763977, 0.6455780863761902, 0.00617365213111043)","(0.47712182998657227, 0.6368287801742554, -0.006085994187742472)","(0.45437631011009216, 0.7667317986488342, 0.016459237784147263)","(0.503118097782135, 0.7533619403839111, 0.0210246741771698)"
288.0,"(0.47541409730911255, 0.4383467137813568, 0.20482996106147766)","(0.4729427397251129, 0.4303481876850128, 0.18389058113098145)","(0.4778200685977936, 0.4308491051197052, 0.18404071033000946)","(0.4979707896709442, 0.4880768954753876, 0.07474613934755325)","(0.438928484916687, 0.48630276322364807, 0.06579969078302383)","(0.4139291048049927, 0.5349372029304504, 0.11606358736753464)","(0.5153577327728271, 0.5614822506904602, 0.10461826622486115)","(0.5071332454681396, 0.5527176260948181, 0.1724824458360672)","(0.420134574174881, 0.5641475915908813, 0.2502356171607971)","(0.46250060200691223, 0.6470758318901062, -0.005580115597695112)","(0.4946122169494629, 0.642155647277832, 0.005493999924510717)","(0.4778607189655304, 0.7713772058486938, -0.026059919968247414)","(0.5168867707252502, 0.7524446249008179, 0.021476836875081062)"
289.0,"(0.4871465563774109, 0.436569482088089, 0.20651860535144806)","(0.48486417531967163, 0.4296649992465973, 0.1862299144268036)","(0.4896860122680664, 0.42987653613090515, 0.18671664595603943)","(0.513658344745636, 0.4852427840232849, 0.07219478487968445)","(0.4541015625, 0.48174557089805603, 0.06032294034957886)","(0.43147221207618713, 0.5303472280502319, 0.08751686662435532)","(0.5307382941246033, 0.5505326986312866, 0.1012118011713028)","(0.5179821252822876, 0.5509364604949951, 0.17302976548671722)","(0.43103715777397156, 0.5712879300117493, 0.23292478919029236)","(0.4738348722457886, 0.6431930661201477, -0.0033901480492204428)","(0.5084680318832397, 0.63481605052948, 0.003268623258918524)","(0.49649715423583984, 0.7617666125297546, -0.026635775342583656)","(0.5331228375434875, 0.7357549667358398, 0.007908391766250134)"
290.0,"(0.4916357100009918, 0.43568843603134155, 0.22903713583946228)","(0.48968714475631714, 0.428989976644516, 0.20804712176322937)","(0.49439913034439087, 0.42857688665390015, 0.21026939153671265)","(0.5205101370811462, 0.4792739748954773, 0.10137780010700226)","(0.4630574882030487, 0.4758525788784027, 0.06811153888702393)","(0.44372713565826416, 0.5248280763626099, 0.09433829039335251)","(0.5363246202468872, 0.5460315346717834, 0.09155586361885071)","(0.516646683216095, 0.5360272526741028, 0.10370250046253204)","(0.4396418333053589, 0.5626028180122375, 0.20058901607990265)","(0.4789528548717499, 0.6318176984786987, -0.006551447790116072)","(0.5140652060508728, 0.6239633560180664, 0.006524675991386175)","(0.49574512243270874, 0.7614282965660095, -0.046747151762247086)","(0.5369526147842407, 0.7200039625167847, -0.007715121377259493)"
